production_id,plant_id,production_date,product_code,target_strength_mpa,volume_m3,cement_kg_m3,water_l_m3,fine_aggregate_kg_m3,coarse_aggregate_kg_m3,moisture_pct,process_efficiency,material_cost_cad
PRD0013803,PLT012,2025-10-09,C35,35,119.15,329.08,165.8,738.47,1019.03,6.62,0.9406,25634.78
PRD0013804,PLT012,2025-10-09,C25,25,117.44,260.7,175.33,747.19,1055.04,7.57,0.917,22176.18
PRD0013805,PLT012,2025-10-09,C40,40,122.5,362.7,160.53,717.33,1031.32,4.51,0.9158,28518.42
PRD0013806,PLT012,2025-10-10,C40,40,112.74,372.0,155.96,780.97,1015.13,3.68,0.9609,25955.22
PRD0013807,PLT012,2025-10-10,C40,40,101.56,359.51,161.21,761.59,1029.64,5.29,0.9006,23731.69
PRD0013808,PLT012,2025-10-10,C25,25,123.55,258.03,176.81,774.48,1074.58,6.14,0.9352,23227.74
PRD0013809,PLT012,2025-10-10,C35,35,134.44,328.36,168.69,771.15,997.37,4.73,0.9055,29174.08
PRD0013810,PLT012,2025-10-11,C30,30,151.77,294.65,171.34,755.7,1039.01,2.67,0.8639,31072.87
PRD0013811,PLT012,2025-10-11,C30,30,142.17,300.8,173.11,737.07,1044.23,3.63,0.8346,29312.78
PRD0013812,PLT012,2025-10-11,C30,30,143.68,303.58,170.04,758.41,1058.03,4.21,0.8891,29236.9
PRD0013813,PLT012,2025-10-13,C40,40,75.8,362.0,162.84,772.96,1013.63,3.05,0.9242,17610.19
PRD0013814,PLT012,2025-10-13,C35,35,119.96,317.94,166.38,752.74,974.47,5.53,0.8839,26170.89
PRD0013815,PLT012,2025-10-13,C35,35,94.89,330.31,172.05,782.49,1000.15,4.36,0.929,20473.55
PRD0013816,PLT012,2025-10-13,C35,35,89.42,334.12,164.98,769.06,1068.73,3.47,0.8697,19575.06
PRD0013817,PLT012,2025-10-14,C25,25,102.4,257.91,178.97,737.1,1004.07,6.22,0.8653,19581.81
PRD0013818,PLT012,2025-10-14,C40,40,55.0,369.76,160.56,747.94,1014.28,3.46,0.9353,12742.76
PRD0013819,PLT012,2025-10-14,C35,35,90.11,324.13,168.38,786.88,1089.61,5.61,0.9263,19455.77
PRD0013820,PLT012,2025-10-14,C30,30,81.22,302.35,175.79,774.03,1008.73,3.08,0.8941,16507.98
PRD0013821,PLT012,2025-10-15,C35,35,117.25,329.92,162.03,732.63,989.37,3.43,0.863,25707.77
PRD0013822,PLT012,2025-10-15,C35,35,75.12,329.28,172.51,778.06,1027.48,2.67,0.9259,16220.48
PRD0013823,PLT012,2025-10-15,C35,35,107.0,333.11,172.07,718.02,1006.52,4.26,0.8912,23301.37
PRD0013824,PLT012,2025-10-15,C40,40,87.4,365.48,156.78,768.7,1017.55,3.55,0.9602,20124.78
PRD0013825,PLT012,2025-10-16,C35,35,114.74,330.87,161.76,801.73,1035.5,3.72,0.9331,24731.57
PRD0013826,PLT012,2025-10-16,C40,40,80.45,370.66,154.81,740.15,990.19,3.19,0.9258,18681.99
PRD0013827,PLT012,2025-10-17,C30,30,136.37,308.24,181.01,781.94,1010.43,3.92,0.9631,27251.14
PRD0013828,PLT012,2025-10-17,C35,35,105.13,316.15,166.35,732.32,1027.77,3.99,0.9101,22788.42
PRD0013829,PLT012,2025-10-20,C40,40,125.0,367.91,162.79,791.36,974.29,4.78,0.8995,29216.19
PRD0013830,PLT012,2025-10-20,C25,25,106.3,261.82,177.81,761.73,1074.06,8.0,0.9381,19970.71
PRD0013831,PLT012,2025-10-20,C30,30,112.13,298.08,176.61,764.49,955.7,3.82,0.9026,22741.55
PRD0013832,PLT012,2025-10-20,C40,40,150.21,382.51,161.35,775.6,1035.12,5.47,0.9606,34585.86
PRD0013833,PLT012,2025-10-20,C35,35,118.93,336.36,180.91,770.84,1000.32,4.68,0.8867,25928.09
PRD0013834,PLT012,2025-10-21,C40,40,130.34,356.34,159.53,792.37,990.49,5.52,0.927,30258.69
PRD0013835,PLT012,2025-10-21,C25,25,55.0,252.92,181.17,717.75,982.61,2.78,0.9603,10275.96
PRD0013836,PLT012,2025-10-22,C25,25,107.19,266.18,178.26,748.47,998.7,5.41,0.8238,20703.57
PRD0013837,PLT012,2025-10-22,C25,25,124.81,262.3,188.15,792.66,997.72,3.98,0.8549,23927.04
PRD0013838,PLT012,2025-10-23,C30,30,104.69,305.89,173.15,771.93,1017.37,5.47,0.9084,21203.27
PRD0013839,PLT012,2025-10-23,C30,30,112.13,305.89,176.34,736.12,1000.63,4.64,0.9101,22700.0
PRD0013840,PLT012,2025-10-23,C30,30,99.63,291.85,171.77,763.81,1048.09,3.69,0.98,19825.99
PRD0013841,PLT012,2025-10-23,C40,40,99.84,359.56,163.82,783.42,1063.8,4.1,0.8796,23449.74
PRD0013842,PLT012,2025-10-24,C30,30,116.57,300.01,177.48,769.73,1030.44,3.56,0.8661,23853.39
PRD0013843,PLT012,2025-10-24,C35,35,124.01,340.23,165.65,756.34,1038.05,3.24,0.9022,26932.71
PRD0013844,PLT012,2025-10-24,C40,40,117.91,371.53,162.86,759.34,1004.76,5.5,0.8863,27646.81
PRD0013845,PLT012,2025-10-24,C25,25,127.67,262.09,187.71,762.67,987.75,3.86,0.8813,24318.69
PRD0013846,PLT012,2025-10-24,C40,40,109.57,362.38,148.36,746.43,1019.39,4.36,0.9292,25425.18
PRD0013847,PLT012,2025-10-25,C40,40,85.79,362.37,154.47,753.36,1056.87,3.46,0.9056,20021.83
PRD0013848,PLT012,2025-10-25,C40,40,108.6,369.46,162.21,816.54,1041.19,5.48,0.8808,25498.04
PRD0013849,PLT012,2025-10-26,C30,30,107.55,297.62,181.87,737.47,1016.88,3.76,0.9218,21710.87
PRD0013850,PLT012,2025-10-26,C40,40,147.86,363.95,162.43,766.36,1037.15,6.53,0.8986,34568.05
PRD0013851,PLT012,2025-10-26,C30,30,115.89,302.36,178.64,751.69,990.46,3.29,0.9517,23222.67
PRD0013852,PLT012,2025-10-27,C35,35,120.3,328.79,170.88,775.3,1000.73,3.92,0.9614,25750.22
PRD0013853,PLT012,2025-10-27,C40,40,91.83,381.86,158.09,796.18,1008.86,4.32,0.9269,21319.23
PRD0013854,PLT012,2025-10-27,C30,30,138.14,313.49,172.84,763.8,1023.42,7.09,0.957,27646.11
PRD0013855,PLT012,2025-10-27,C30,30,130.76,300.73,171.95,763.32,1018.98,4.58,0.938,26292.91
PRD0013856,PLT012,2025-10-27,C25,25,86.32,261.88,184.92,762.02,1041.28,5.92,0.9296,16250.39
PRD0013857,PLT012,2025-10-28,C35,35,123.16,334.39,162.83,772.71,986.83,2.33,0.91,26696.56
PRD0013858,PLT012,2025-10-28,C30,30,96.87,298.6,181.18,759.8,1052.39,5.07,0.926,19535.82
PRD0013859,PLT012,2025-10-29,C40,40,98.66,361.91,161.95,750.02,1016.72,4.19,0.8512,23330.98
PRD0013860,PLT012,2025-10-29,C30,30,112.91,296.93,171.04,732.64,956.39,4.15,0.9175,22817.09
PRD0013861,PLT012,2025-10-29,C40,40,124.17,367.86,157.14,759.29,1039.41,6.78,0.9264,28832.62
PRD0013862,PLT012,2025-10-29,C25,25,82.85,260.75,177.79,735.25,1028.78,4.14,0.8895,15750.43
PRD0013863,PLT012,2025-10-30,C40,40,116.39,365.0,159.33,748.29,991.68,6.0,0.9779,26684.61
PRD0013864,PLT012,2025-10-30,C30,30,110.78,298.02,176.53,742.65,1054.81,5.63,0.8937,22518.11
PRD0013865,PLT012,2025-10-31,C40,40,119.66,369.8,161.33,774.23,1032.73,4.75,0.9235,27804.41
PRD0013866,PLT012,2025-10-31,C35,35,162.11,317.82,167.28,720.64,1046.86,3.93,0.8527,35632.69
PRD0013867,PLT012,2025-11-01,C35,35,97.92,335.8,170.67,745.25,1008.5,4.76,0.978,20872.12
PRD0013868,PLT012,2025-11-01,C40,40,115.96,355.09,163.89,712.53,962.52,3.59,0.8678,27312.17
PRD0013869,PLT012,2025-11-01,C25,25,91.43,257.31,187.53,728.02,1042.26,4.44,0.8583,17514.03
PRD0013870,PLT012,2025-11-02,C30,30,118.31,302.95,180.72,748.92,1011.94,3.14,0.8861,24093.19
PRD0013871,PLT012,2025-11-02,C40,40,117.71,360.35,159.74,784.38,958.35,5.08,0.9218,27363.34
PRD0013872,PLT012,2025-11-02,C40,40,119.36,362.68,160.15,751.82,1075.1,4.53,0.9631,27466.07
PRD0013873,PLT012,2025-11-03,C40,40,88.48,358.26,153.89,819.23,997.54,5.31,0.9288,20533.48
PRD0013874,PLT012,2025-11-03,C40,40,81.87,361.16,159.17,754.99,1040.62,4.16,0.891,19175.21
PRD0013875,PLT012,2025-11-03,C35,35,99.91,334.88,168.46,734.43,995.22,5.5,0.8858,21784.29
PRD0013876,PLT012,2025-11-04,C30,30,113.39,305.49,169.84,774.51,988.32,2.85,0.9766,22583.36
PRD0013877,PLT012,2025-11-04,C25,25,124.26,256.95,180.88,778.54,1068.31,3.47,0.9046,23535.74
PRD0013878,PLT012,2025-11-05,C30,30,125.73,298.42,174.35,725.22,1025.15,2.82,0.9509,25199.17
PRD0013879,PLT012,2025-11-05,C30,30,114.56,293.97,176.37,760.13,1002.05,4.25,0.8761,23385.96
PRD0013880,PLT012,2025-11-06,C25,25,105.27,264.92,182.31,765.79,1030.34,1.74,0.8868,20026.41
PRD0013881,PLT012,2025-11-06,C30,30,110.95,303.02,178.79,746.87,1014.16,4.96,0.897,22534.61
PRD0013882,PLT012,2025-11-06,C30,30,122.37,298.72,184.52,746.95,1009.22,5.21,0.9779,24363.33
PRD0013883,PLT012,2025-11-06,C25,25,98.05,263.1,180.73,786.46,1051.15,6.0,0.8972,18605.15
PRD0013884,PLT012,2025-11-06,C40,40,108.48,357.72,158.79,725.63,1017.92,4.01,0.9021,25339.73
PRD0013885,PLT012,2025-11-07,C35,35,90.33,335.82,166.23,768.1,1023.45,4.09,0.9304,19483.91
PRD0013886,PLT012,2025-11-07,C35,35,94.64,326.83,170.06,775.57,1002.04,3.06,0.9346,20391.28
PRD0013887,PLT012,2025-11-07,C25,25,115.3,267.33,179.61,760.18,1044.29,2.42,0.8646,22053.2
PRD0013888,PLT012,2025-11-08,C30,30,98.84,297.94,171.78,742.23,1069.62,3.95,0.8402,20351.57
PRD0013889,PLT012,2025-11-08,C25,25,57.72,257.18,179.15,776.38,1057.37,4.91,0.9035,10935.35
PRD0013890,PLT012,2025-11-08,C30,30,63.55,309.54,172.61,758.83,1050.9,2.87,0.9415,12766.1
PRD0013891,PLT012,2025-11-08,C40,40,79.79,360.55,159.5,744.04,1030.01,7.46,0.8823,18728.58
PRD0013892,PLT012,2025-11-08,C40,40,109.45,356.99,164.85,718.11,982.99,5.46,0.9548,25236.5
PRD0013893,PLT012,2025-11-09,C40,40,102.53,360.3,158.11,768.66,979.01,5.46,0.8987,23968.88
PRD0013894,PLT012,2025-11-09,C25,25,125.9,256.13,190.3,758.03,1029.35,5.31,0.8842,23965.04
PRD0013895,PLT012,2025-11-09,C30,30,62.71,304.5,172.99,739.91,1010.03,5.36,0.8861,12770.64
PRD0013896,PLT012,2025-11-09,C25,25,120.82,260.27,180.68,787.15,1000.53,5.49,0.8687,23085.04
PRD0013897,PLT012,2025-11-09,C40,40,114.93,361.28,163.12,764.5,928.76,4.69,0.851,27179.19
PRD0013898,PLT012,2025-11-10,C40,40,141.67,358.31,155.16,769.08,995.67,2.89,0.9506,32700.19
PRD0013899,PLT012,2025-11-10,C35,35,110.5,332.05,160.67,788.93,1020.87,4.07,0.8823,24115.56
PRD0013900,PLT012,2025-11-10,C35,35,91.44,324.2,166.76,739.63,1001.0,5.6,0.9541,19608.51
PRD0013901,PLT012,2025-11-11,C30,30,96.04,288.81,169.4,772.27,1052.67,5.94,0.9101,19442.95
PRD0013902,PLT012,2025-11-11,C25,25,71.3,253.31,178.62,784.49,999.81,4.61,0.9617,13316.2
PRD0013903,PLT012,2025-11-11,C30,30,77.19,300.38,176.3,779.38,1054.92,5.27,0.9331,15539.73
PRD0013904,PLT012,2025-11-11,C35,35,135.85,337.91,174.64,786.5,1031.5,3.44,0.8181,30109.57
PRD0013905,PLT012,2025-11-11,C30,30,134.74,311.75,173.92,705.68,1040.9,4.97,0.8868,27433.78
PRD0013906,PLT012,2025-11-12,C35,35,150.95,324.15,168.52,756.92,1046.35,4.44,0.9212,32631.45
PRD0013907,PLT012,2025-11-12,C35,35,113.74,333.21,165.63,762.81,1054.67,4.83,0.8739,24872.86
PRD0013908,PLT012,2025-11-13,C30,30,112.84,313.8,173.65,777.7,1025.84,5.22,0.9151,22817.49
PRD0013909,PLT012,2025-11-13,C25,25,123.63,262.85,175.61,749.29,1043.99,3.05,0.9159,23352.68
PRD0013910,PLT012,2025-11-13,C30,30,118.89,299.67,171.69,711.37,1021.46,5.94,0.8805,24244.06
PRD0013911,PLT012,2025-11-14,C30,30,128.09,293.11,171.4,773.79,1042.91,3.71,0.907,25951.56
PRD0013912,PLT012,2025-11-14,C30,30,136.37,308.32,179.6,738.74,1029.82,3.47,0.8685,27888.94
PRD0013913,PLT012,2025-11-16,C35,35,88.1,332.74,173.03,772.88,972.24,3.88,0.8978,19154.63
PRD0013914,PLT012,2025-11-16,C25,25,86.83,264.73,172.45,756.27,1036.89,4.38,0.9025,16454.72
PRD0013915,PLT012,2025-11-16,C35,35,110.69,309.9,170.34,758.69,995.64,5.53,0.9193,23940.2
PRD0013916,PLT012,2025-11-17,C30,30,128.94,308.82,176.29,792.92,1021.86,3.57,0.9415,25903.75
PRD0013917,PLT012,2025-11-17,C40,40,108.76,368.43,159.17,783.56,994.27,4.62,0.8944,25450.7
PRD0013918,PLT012,2025-11-17,C40,40,122.49,363.17,160.83,794.57,1039.22,5.48,0.9467,28299.74
PRD0013919,PLT012,2025-11-17,C25,25,107.64,255.62,170.17,760.26,1009.2,4.31,0.9003,20410.54
PRD0013920,PLT012,2025-11-17,C40,40,144.23,354.05,161.6,773.07,1015.51,2.91,0.8795,33874.38
PRD0013921,PLT012,2025-11-18,C40,40,134.52,357.03,157.56,701.78,1003.69,5.69,0.8639,31715.04
PRD0013922,PLT012,2025-11-18,C30,30,84.42,296.41,167.41,748.78,950.98,5.87,0.9362,16980.94
PRD0013923,PLT012,2025-11-18,C25,25,124.99,259.09,174.59,777.97,999.31,4.97,0.8542,23965.37
PRD0013924,PLT012,2025-11-19,C30,30,98.91,306.53,175.22,751.69,1017.62,2.27,0.9087,20030.88
PRD0013925,PLT012,2025-11-19,C30,30,132.42,305.54,169.39,749.29,1026.67,4.91,0.9316,26668.51
PRD0013926,PLT012,2025-11-19,C25,25,120.65,261.74,174.59,769.14,1019.17,7.64,0.9133,22804.02
PRD0013927,PLT012,2025-11-19,C30,30,130.73,306.69,179.41,762.29,1021.87,6.78,0.9041,26505.75
PRD0013928,PLT012,2025-11-20,C25,25,78.41,260.85,175.69,744.07,1053.22,4.03,0.8662,14990.18
PRD0013929,PLT012,2025-11-20,C30,30,87.73,303.03,172.21,784.45,1057.65,2.86,0.9172,17729.35
PRD0013930,PLT012,2025-11-20,C40,40,92.2,379.33,164.5,800.99,982.03,5.22,0.9254,21412.73
PRD0013931,PLT012,2025-11-20,C25,25,82.85,261.53,178.23,742.54,1022.2,2.4,0.9221,15624.93
PRD0013932,PLT012,2025-11-20,C35,35,135.53,333.09,165.68,774.49,1055.6,7.64,0.8781,29608.58
PRD0013933,PLT012,2025-11-21,C30,30,101.12,293.77,166.86,750.86,988.49,5.12,0.9699,20172.15
PRD0013934,PLT012,2025-11-21,C35,35,138.41,324.78,165.14,824.61,1016.33,4.35,0.9312,29847.19
PRD0013935,PLT012,2025-11-21,C25,25,129.99,257.92,178.95,725.86,989.78,2.73,0.8846,24742.72
PRD0013936,PLT012,2025-11-21,C40,40,126.75,376.53,161.04,755.72,995.76,3.08,0.8969,29642.58
PRD0013937,PLT012,2025-11-23,C30,30,69.87,305.73,174.08,756.69,1033.85,5.61,0.9359,14055.76
PRD0013938,PLT012,2025-11-23,C40,40,97.67,365.31,164.1,736.69,1066.75,5.44,0.8964,22845.51
PRD0013939,PLT012,2025-11-23,C40,40,115.87,359.08,155.6,755.22,1058.15,4.13,0.9343,26851.3
PRD0013940,PLT012,2025-11-23,C40,40,83.06,365.79,158.9,784.47,1039.4,6.1,0.9322,19259.62
PRD0013941,PLT012,2025-11-24,C30,30,123.76,304.76,177.71,740.0,1003.1,4.7,0.9105,25052.12
PRD0013942,PLT012,2025-11-24,C40,40,86.24,364.88,161.03,718.81,1019.99,6.67,0.9027,20140.82
PRD0013943,PLT012,2025-11-24,C25,25,110.38,267.22,175.43,729.58,999.33,4.2,0.9651,20597.95
PRD0013944,PLT012,2025-11-25,C40,40,148.37,358.22,158.35,771.11,1001.91,4.58,0.9649,34125.21
PRD0013945,PLT012,2025-11-25,C40,40,102.3,375.81,165.54,717.87,985.35,2.86,0.8944,23939.65
PRD0013946,PLT012,2025-11-25,C30,30,110.79,298.07,169.91,776.19,1025.29,4.27,0.9113,22423.03
PRD0013947,PLT012,2025-11-26,C30,30,92.41,299.94,170.26,747.07,1033.8,2.59,0.8711,18886.94
PRD0013948,PLT012,2025-11-26,C25,25,128.78,251.25,174.48,752.97,997.33,5.44,0.8492,24722.77
PRD0013949,PLT012,2025-11-26,C40,40,94.98,362.53,160.23,720.61,1075.18,1.5,0.9244,22065.41
PRD0013950,PLT012,2025-11-26,C40,40,104.81,379.32,163.13,735.05,1055.41,2.92,0.9043,24469.67
PRD0013951,PLT012,2025-11-26,C35,35,82.74,337.92,165.04,791.83,1029.37,3.95,0.9378,17812.54
PRD0013952,PLT012,2025-11-27,C40,40,98.88,376.34,156.68,773.96,1046.45,5.26,0.8761,23242.84
PRD0013953,PLT012,2025-11-27,C30,30,106.03,299.78,175.93,733.62,1027.3,4.59,0.9346,21337.79
PRD0013954,PLT012,2025-11-27,C35,35,149.77,321.58,163.1,755.39,970.68,5.62,0.9403,32224.06
PRD0013955,PLT012,2025-11-28,C25,25,89.63,272.57,174.98,751.18,1010.94,4.38,0.9545,16769.48
PRD0013956,PLT012,2025-11-28,C40,40,134.1,359.97,157.51,790.89,976.5,4.5,0.9421,31017.49
PRD0013957,PLT012,2025-11-28,C25,25,130.53,257.94,182.64,748.21,1038.17,6.55,0.9178,24644.92
PRD0013958,PLT012,2025-11-29,C35,35,112.17,328.79,166.75,779.71,1028.08,3.44,0.9387,24145.03
PRD0013959,PLT012,2025-11-29,C40,40,139.87,370.33,158.65,773.73,1008.38,5.26,0.9492,32294.75
PRD0013960,PLT012,2025-11-29,C25,25,89.15,261.97,184.31,746.09,1030.77,2.95,0.9732,16603.27
PRD0013961,PLT012,2025-11-29,C35,35,113.52,344.3,169.2,745.44,965.82,5.23,0.9544,24341.3
PRD0013962,PLT012,2025-11-30,C30,30,94.48,309.16,171.5,745.33,1017.88,3.4,0.8792,19271.46
PRD0013963,PLT012,2025-11-30,C35,35,122.69,324.98,171.57,739.11,1015.52,4.93,0.9141,26568.66
PRD0013964,PLT012,2025-12-01,C40,40,72.53,354.91,156.75,782.81,1022.24,4.31,0.9191,16870.43
PRD0013965,PLT012,2025-12-01,C35,35,88.04,324.79,168.05,777.48,981.67,4.31,0.9579,18860.31
PRD0013966,PLT012,2025-12-02,C30,30,76.0,294.99,170.16,775.35,1018.46,4.59,0.9204,15347.51
PRD0013967,PLT012,2025-12-02,C35,35,114.05,322.59,160.67,797.0,1029.54,2.8,0.98,24299.82
PRD0013968,PLT012,2025-12-03,C30,30,92.11,304.45,182.25,747.62,1054.79,6.5,0.9036,18676.76
PRD0013969,PLT012,2025-12-03,C35,35,116.37,333.84,170.3,750.37,983.73,5.62,0.9519,24968.04
PRD0013970,PLT012,2025-12-04,C25,25,117.05,258.85,181.92,774.0,1090.33,2.56,0.8887,22257.37
PRD0013971,PLT012,2025-12-04,C25,25,142.75,261.53,184.13,785.56,1011.24,5.27,0.906,27028.78
PRD0013972,PLT012,2025-12-04,C40,40,104.07,372.7,170.21,735.61,993.56,3.77,0.8445,24650.7
PRD0013973,PLT012,2025-12-04,C40,40,114.23,361.57,160.66,800.43,1000.38,6.1,0.8938,26735.88
PRD0013974,PLT012,2025-12-04,C35,35,135.49,338.91,170.8,796.8,977.24,3.18,0.893,29492.41
PRD0013975,PLT012,2025-12-05,C35,35,103.94,327.62,163.3,743.29,1015.99,7.23,0.9033,22568.7
PRD0013976,PLT012,2025-12-05,C25,25,128.49,258.75,175.9,756.93,994.29,5.28,0.8973,24381.35
PRD0013977,PLT012,2025-12-06,C30,30,118.89,304.06,176.54,767.6,1015.66,3.82,0.9133,24050.06
PRD0013978,PLT012,2025-12-06,C30,30,131.16,301.24,169.66,761.34,1020.97,3.84,0.8938,26658.55
PRD0013979,PLT012,2025-12-06,C25,25,100.92,270.11,179.86,746.6,1013.79,4.83,0.8611,19317.78
PRD0013980,PLT012,2025-12-06,C35,35,110.51,322.45,169.81,783.52,1074.91,4.7,0.8784,24140.28
PRD0013981,PLT012,2025-12-07,C40,40,94.28,358.93,158.67,734.89,988.09,7.32,0.9662,21676.46
PRD0013982,PLT012,2025-12-07,C40,40,101.46,363.48,158.44,716.23,1016.59,5.31,0.9127,23637.18
PRD0013983,PLT012,2025-12-08,C30,30,114.44,311.31,182.43,795.99,1009.07,3.59,0.8784,23348.8
PRD0013984,PLT012,2025-12-08,C40,40,112.68,360.17,158.03,753.86,986.66,4.47,0.8587,26598.98
PRD0013985,PLT012,2025-12-08,C35,35,133.59,324.04,170.5,761.64,990.68,5.81,0.9056,28989.8
PRD0013986,PLT012,2025-12-09,C25,25,60.97,249.01,179.04,763.96,999.4,3.51,0.8988,11563.78
PRD0013987,PLT012,2025-12-09,C25,25,91.67,256.27,178.9,752.6,1021.24,5.06,0.9315,17248.56
PRD0013988,PLT012,2025-12-09,C40,40,76.11,358.23,162.8,743.6,1059.46,3.32,0.9509,17564.9
PRD0013989,PLT012,2025-12-09,C25,25,146.45,263.27,176.61,699.08,995.97,6.5,0.9134,27679.99
PRD0013990,PLT012,2025-12-09,C40,40,86.29,369.69,164.22,790.07,1018.19,8.0,0.9152,20092.44
PRD0013991,PLT012,2025-12-10,C25,25,127.87,269.76,177.15,792.98,1019.03,3.82,0.9444,23985.4
PRD0013992,PLT012,2025-12-10,C25,25,84.61,262.99,179.56,761.4,974.22,2.28,0.902,16036.21
PRD0013993,PLT012,2025-12-10,C25,25,151.18,256.13,178.33,729.64,1019.9,3.63,0.895,28703.46
PRD0013994,PLT012,2025-12-11,C35,35,82.04,328.34,171.81,785.77,1056.46,4.65,0.9033,17813.75
PRD0013995,PLT012,2025-12-11,C30,30,122.08,291.37,171.17,750.65,1006.45,4.34,0.9153,24682.53
PRD0013996,PLT012,2025-12-11,C25,25,96.14,255.1,180.02,766.74,964.9,5.6,0.9637,17946.72
PRD0013997,PLT012,2025-12-11,C35,35,108.01,326.35,169.85,752.5,1046.79,5.99,0.8902,23525.55
PRD0013998,PLT012,2025-12-12,C25,25,87.53,252.15,180.19,745.04,989.53,2.94,0.9661,16330.36
PRD0013999,PLT012,2025-12-12,C40,40,68.76,379.35,155.31,799.39,1021.63,6.31,0.882,16140.36
PRD0014000,PLT012,2025-12-12,C30,30,55.79,302.44,172.9,748.48,1017.9,4.5,0.893,11342.55
PRD0014001,PLT012,2025-12-12,C30,30,141.82,286.08,181.08,771.89,979.94,4.98,0.908,28725.49
PRD0014002,PLT012,2025-12-12,C40,40,112.45,366.13,156.18,769.57,1020.5,5.44,0.9405,26020.92
PRD0014003,PLT012,2025-12-13,C35,35,107.11,326.7,170.05,723.38,1054.24,3.94,0.9408,23044.01
PRD0014004,PLT012,2025-12-13,C30,30,104.18,304.32,172.67,744.43,1034.66,3.55,0.849,21405.16
PRD0014005,PLT012,2025-12-13,C40,40,115.36,370.46,157.83,776.98,1046.96,5.08,0.9317,26752.01
PRD0014006,PLT012,2025-12-13,C35,35,96.37,336.64,172.34,774.89,968.84,2.98,0.8515,21188.51
PRD0014007,PLT012,2025-12-14,C25,25,100.03,264.28,184.32,754.27,1031.41,5.33,0.871,19102.63
PRD0014008,PLT012,2025-12-14,C35,35,77.25,336.61,173.86,778.51,1017.64,6.37,0.9055,16764.53
PRD0014009,PLT012,2025-12-15,C30,30,97.93,300.29,174.44,772.06,995.83,3.83,0.9507,19628.98
PRD0014010,PLT012,2025-12-15,C30,30,146.35,298.56,179.2,795.07,987.71,4.63,0.8963,29728.02
PRD0014011,PLT012,2025-12-16,C35,35,75.17,334.53,165.75,788.2,1006.34,5.03,0.9342,16198.71
PRD0014012,PLT012,2025-12-16,C25,25,128.94,252.84,176.31,756.81,1006.43,3.3,0.9733,24013.57
PRD0014013,PLT012,2025-12-16,C35,35,115.24,335.57,163.21,735.29,1074.15,3.05,0.9167,24939.78
PRD0014014,PLT012,2025-12-16,C35,35,112.73,334.11,164.52,743.73,1032.76,4.24,0.9139,24412.91
PRD0014015,PLT012,2025-12-16,C40,40,110.18,356.87,162.74,754.36,992.87,5.48,0.8521,26051.01
PRD0014016,PLT012,2025-12-17,C40,40,147.71,365.21,154.33,723.35,1065.58,5.59,0.8541,34906.68
PRD0014017,PLT012,2025-12-17,C40,40,99.66,356.48,158.03,708.33,998.47,4.21,0.9017,23281.81
PRD0014018,PLT012,2025-12-18,C35,35,125.86,332.2,173.07,822.57,1053.28,3.39,0.8911,27408.25
PRD0014019,PLT012,2025-12-18,C25,25,148.31,265.85,176.66,716.72,1049.66,2.95,0.9001,28122.03
PRD0014020,PLT012,2025-12-18,C40,40,152.24,365.77,161.86,800.33,1033.76,2.28,0.8524,35992.02
PRD0014021,PLT012,2025-12-19,C35,35,87.23,330.5,169.9,758.51,1050.93,4.3,0.878,19056.18
PRD0014022,PLT012,2025-12-19,C25,25,102.05,266.03,178.43,767.63,1014.54,2.77,0.8985,19358.25
PRD0014023,PLT012,2025-12-19,C30,30,68.83,286.71,175.21,770.58,1037.81,3.17,0.9082,13942.08
PRD0014024,PLT012,2025-12-19,C30,30,100.22,291.84,170.45,768.86,1037.3,4.26,0.8694,20491.15
PRD0014025,PLT012,2025-12-21,C40,40,149.99,372.13,163.2,767.4,1005.08,3.59,0.8945,35099.05
PRD0014026,PLT012,2025-12-21,C35,35,132.14,337.02,170.22,779.41,1014.03,5.81,0.9548,28331.31
PRD0014027,PLT012,2025-12-22,C25,25,90.85,251.64,182.97,711.45,1027.95,4.22,0.8963,17242.77
PRD0014028,PLT012,2025-12-22,C30,30,105.94,299.91,176.91,734.13,999.5,3.2,0.8988,21506.02
PRD0014029,PLT012,2025-12-23,C35,35,112.97,317.62,166.09,721.19,1007.13,5.0,0.9018,24537.29
PRD0014030,PLT012,2025-12-23,C30,30,132.58,300.95,173.78,821.0,1021.93,3.63,0.8958,26935.57
PRD0014031,PLT012,2025-12-24,C40,40,121.85,371.07,164.45,723.96,1046.01,4.7,0.9653,28023.7
PRD0014032,PLT012,2025-12-24,C35,35,108.27,327.16,169.41,727.2,1059.47,5.4,0.9694,23129.3
PRD0014033,PLT012,2025-12-24,C35,35,96.02,332.19,166.06,719.0,1010.28,3.56,0.9542,20589.04
PRD0014034,PLT012,2025-12-24,C40,40,136.46,366.41,159.48,782.71,1025.29,4.52,0.8774,32066.94
PRD0014035,PLT012,2025-12-24,C40,40,120.6,365.88,162.7,752.82,1059.94,3.85,0.8962,28211.21
PRD0014036,PLT012,2025-12-25,C25,25,151.16,255.02,179.45,775.89,967.44,4.82,0.9149,28559.23
PRD0014037,PLT012,2025-12-25,C25,25,82.22,267.43,180.56,768.05,1017.76,3.38,0.8944,15611.43
PRD0014038,PLT012,2025-12-25,C40,40,94.97,371.47,158.78,775.82,1045.58,5.41,0.9335,22013.56
PRD0014039,PLT012,2025-12-26,C35,35,118.5,332.27,171.1,763.6,1013.53,4.6,0.98,25248.27
